Date,TRI_Indexed
2022-11-23,287.81
2022-11-24,290.46
2022-11-25,291.32
2022-11-28,292.38
2022-11-29,292.9
2022-11-30,295.37
2022-12-01,296.44
2022-12-02,295.69
2022-12-05,295.76
2022-12-06,294.94
2022-12-07,293.81
2022-12-08,294.72
2022-12-09,292.9
2022-12-12,293.18
2022-12-13,294.6
2022-12-14,295.7
2022-12-15,292.37
2022-12-16,289.63
2022-12-19,291.84
2022-12-20,291.3
2022-12-21,287.62
2022-12-22,285.84
2022-12-23,278.7
2022-12-26,283.38
2022-12-27,285.6
2022-12-28,285.86
2022-12-29,286.84
2022-12-30,286.16
2023-01-02,287.55
2023-01-03,288.19
2023-01-04,285.13
2023-01-05,285.01
2023-01-06,282.89
2023-01-09,286.19
2023-01-10,283.88
2023-01-11,283.44
2023-01-12,283.03
2023-01-13,284.27
2023-01-16,283.51
2023-01-17,285.19
2023-01-18,286.49
2023-01-19,285.65
2023-01-20,284.32
2023-01-23,285.35
2023-01-24,285.08
2023-01-25,281.08
2023-01-27,275.57
2023-01-30,275.19
2023-01-31,276.7
2023-02-01,275.08
2023-02-02,274.93
2023-02-03,277.21
2023-02-06,276.69
2023-02-07,276.11
2023-02-08,278.47
2023-02-09,278.5
2023-02-10,278.25
2023-02-13,276.11
2023-02-14,277.38
2023-02-15,278.82
2023-02-16,279.64
2023-02-17,278.18
2023-02-20,276.97
2023-02-21,276.51
2023-02-22,272.59
2023-02-23,271.94
2023-02-24,
2023-02-27,269.75
2023-02-28,269.2
2023-03-01,271.91
2023-03-02,270.47
2023-03-03,273.95
2023-03-06,275.92
2023-03-08,276.68
2023-03-09,274.49
2023-03-10,272.19
2023-03-13,268.01
2023-03-14,266.23
2023-03-15,265.53
2023-03-16,265.72
2023-03-17,267.39
2023-03-20,265.47
2023-03-21,267.22
2023-03-22,268.12
2023-03-23,267.08
2023-03-24,264.78
2023-03-27,264.48
2023-03-28,263.53
2023-03-29,266.01
2023-03-31,269.95
2023-04-03,270.77
2023-04-05,272.76
2023-04-06,273.69
2023-04-10,274.27
2023-04-11,275.69
2023-04-12,277.07
2023-04-13,277.33
2023-04-17,276.4
2023-04-18,276.26
2023-04-19,275.52
2023-04-20,275.61
2023-04-21,275.35
2023-04-24,276.89
2023-04-25,277.36
2023-04-26,278.08
2023-04-27,279.58
2023-04-28,282.3
2023-05-02,283.81
2023-05-03,283.36
2023-05-04,285.75
2023-05-05,283.4
2023-05-08,286.15
2023-05-09,286.03
2023-05-10,286.88
2023-05-11,287.21
2023-05-12,287.09
2023-05-15,288.43
2023-05-16,287.76
2023-05-17,286.53
2023-05-18,285.33
2023-05-19,286.2
2023-05-22,288.0
2023-05-23,288.75
2023-05-24,288.22
2023-05-25,288.95
2023-05-26,291.58
2023-05-29,292.99
2023-05-30,293.49
2023-05-31,292.98
2023-06-01,292.87
2023-06-02,293.99
2023-06-05,294.89
2023-06-06,295.24
2023-06-07,297.63
2023-06-08,296.04
2023-06-09,295.26
2023-06-12,296.22
2023-06-13,298.44
2023-06-14,299.11
2023-06-15,298.69
2023-06-16,301.0
2023-06-19,300.32
2023-06-20,301.39
2023-06-21,302.16
2023-06-22,300.31
2023-06-23,297.91
2023-06-26,298.93
2023-06-27,300.74
2023-06-28,302.86
2023-06-30,305.73
2023-07-03,307.55
2023-07-04,308.07
2023-07-05,308.84
2023-07-06,310.67
2023-07-07,308.28
2023-07-10,308.08
2023-07-11,309.86
2023-07-12,309.73
2023-07-13,309.42
2023-07-14,312.11
2023-07-17,314.09
2023-07-18,314.09
2023-07-19,315.61
2023-07-20,317.32
2023-07-21,314.78
2023-07-24,314.05
2023-07-25,314.64
2023-07-26,316.1
2023-07-27,315.09
2023-07-28,315.69
2023-07-31,317.75
2023-08-01,317.61
2023-08-02,314.11
2023-08-03,312.55
2023-08-04,314.77
2023-08-07,315.99
2023-08-08,315.86
2023-08-09,317.01
2023-08-10,315.82
2023-08-11,314.44
2023-08-14,313.84
2023-08-16,314.35
2023-08-17,313.41
2023-08-18,312.62
2023-08-21,314.46
2023-08-22,315.46
2023-08-23,316.3
2023-08-24,315.93
2023-08-25,313.9
2023-08-28,314.91
2023-08-29,315.88
2023-08-30,316.66
2023-08-31,315.83
2023-09-01,318.64
2023-09-04,320.63
2023-09-05,321.95
2023-09-06,322.56
2023-09-07,324.44
2023-09-08,326.35
2023-09-11,329.45
2023-09-12,325.85
2023-09-13,327.09
2023-09-14,328.52
2023-09-15,329.69
2023-09-18,328.72
2023-09-20,325.66
2023-09-21,322.94
2023-09-22,322.15
2023-09-25,322.37
2023-09-26,322.45
2023-09-27,323.66
2023-09-28,320.47
2023-09-29,322.75
2023-10-03,322.04
2023-10-04,319.59
2023-10-05,320.95
2023-10-06,322.77
2023-10-09,319.67
2023-10-10,322.95
2023-10-11,324.89
2023-10-12,325.12
2023-10-13,324.58
2023-10-16,324.63
2023-10-17,326.02
2023-10-18,323.71
2023-10-19,323.11
2023-10-20,321.24
2023-10-23,315.27
2023-10-25,313.03
2023-10-26,309.2
2023-10-27,313.13
2023-10-30,314.26
2023-10-31,313.8
2023-11-01,312.54
2023-11-02,315.55
2023-11-03,317.64
2023-11-06,320.62
2023-11-07,321.15
2023-11-08,322.5
2023-11-09,321.75
2023-11-10,322.46
2023-11-12,324.41
2023-11-13,323.63
2023-11-15,327.18
2023-11-16,328.81
2023-11-17,328.96
2023-11-20,328.46
2023-11-21,329.48
2023-11-22,329.49
2023-11-23,329.71
2023-11-24,329.8
2023-11-28,331.64
2023-11-29,334.67
2023-11-30,336.24
2023-12-01,338.62
2023-12-04,344.85
2023-12-05,347.46
2023-12-06,349.17
2023-12-07,349.62
2023-12-08,349.61
2023-12-11,350.86
2023-12-12,349.3
2023-12-13,350.51
2023-12-14,354.67
2023-12-15,357.87
2023-12-18,358.07
2023-12-19,358.32
2023-12-20,351.04
2023-12-21,354.07
2023-12-22,356.18
2023-12-26,357.94
2023-12-27,360.71
2023-12-28,362.62
2023-12-29,363.18
2024-01-01,363.94
2024-01-02,362.98
2024-01-03,362.02
2024-01-04,365.28
2024-01-05,366.2
2024-01-08,362.97
2024-01-09,363.75
2024-01-10,364.84
2024-01-11,366.08
2024-01-12,369.1
2024-01-15,371.71
2024-01-16,370.63
2024-01-17,364.27
2024-01-18,362.91
2024-01-19,366.59
2024-01-20,366.5
2024-01-23,359.11
2024-01-24,363.69
2024-01-25,362.61
2024-01-29,368.57
2024-01-30,366.0
2024-01-31,370.27
2024-02-01,369.8
2024-02-02,372.3
2024-02-05,371.24
2024-02-06,374.65
2024-02-07,376.07
2024-02-08,373.92
2024-02-09,373.47
2024-02-12,368.12
2024-02-13,370.14
2024-02-14,372.75
2024-02-15,374.95
2024-02-16,377.41
2024-02-19,378.83
2024-02-20,379.47
2024-02-21,376.79
2024-02-22,379.71
2024-02-23,380.28
2024-02-26,379.2
2024-02-27,379.89
2024-02-28,374.79
2024-02-29,376.09
2024-03-01,380.96
2024-03-02,382.3
2024-03-04,382.5
2024-03-05,381.56
2024-03-06,381.52
2024-03-07,382.56
2024-03-11,379.82
2024-03-12,377.63
2024-03-13,367.8
2024-03-14,372.85
2024-03-15,371.15
2024-03-18,371.49
2024-03-19,367.14
2024-03-20,367.54
2024-03-21,372.51
2024-03-22,374.35
2024-03-26,374.55
2024-03-27,376.09
2024-03-28,379.25
2024-04-01,383.69
2024-04-02,385.14
2024-04-03,385.81
2024-04-04,386.91
2024-04-05,387.86
2024-04-08,389.81
2024-04-09,389.28
2024-04-10,391.61
2024-04-12,388.43
2024-04-15,383.43
2024-04-16,382.39
2024-04-18,380.55
2024-04-19,381.69
2024-04-22,385.24
2024-04-23,386.69
2024-04-24,388.15
2024-04-25,390.72
2024-04-26,390.19
2024-04-29,393.05
2024-04-30,393.14
2024-05-02,394.76
2024-05-03,392.45
2024-05-06,390.68
2024-05-07,386.43
2024-05-08,387.72
2024-05-09,380.98
2024-05-10,383.65
2024-05-13,384.44
2024-05-14,387.68
2024-05-15,388.78
2024-05-16,392.35
2024-05-17,394.89
2024-05-18,396.39
2024-05-21,397.2
2024-05-22,398.28
2024-05-23,403.0
2024-05-24,402.9
2024-05-27,403.07
2024-05-28,401.09
2024-05-29,398.64
2024-05-30,394.55
2024-05-31,396.02
2024-06-03,409.05
2024-06-04,381.55
2024-06-05,395.27
2024-06-06,401.1
2024-06-07,408.6
2024-06-10,409.43
2024-06-11,410.31
2024-06-12,412.36
2024-06-13,414.5
2024-06-14,417.22
2024-06-18,419.41
2024-06-19,417.45
2024-06-20,419.04
2024-06-21,417.79
2024-06-24,418.79
2024-06-25,420.33
2024-06-26,421.57
2024-06-27,423.47
2024-06-28,423.94
2024-07-01,427.1
2024-07-02,426.17
2024-07-03,429.43
2024-07-04,430.62
2024-07-05,432.06
2024-07-08,431.76
2024-07-09,433.59
2024-07-10,431.91
2024-07-11,432.43
2024-07-12,434.16
2024-07-15,436.31
2024-07-16,436.24
2024-07-18,436.35
2024-07-19,429.71
2024-07-22,431.39
2024-07-23,429.97
2024-07-24,431.04
2024-07-25,430.96
2024-07-26,438.03
2024-07-29,439.96
2024-07-30,440.85
2024-07-31,442.56
2024-08-01,442.12
2024-08-02,437.56
2024-08-05,424.09
2024-08-06,422.24
2024-08-07,429.98
2024-08-08,427.28
2024-08-09,431.42
2024-08-12,431.45
2024-08-13,427.5
2024-08-14,426.9
2024-08-16,434.2
2024-08-19,435.85
2024-08-20,438.51
2024-08-21,440.18
2024-08-22,441.54
2024-08-23,441.17
2024-08-26,443.87
2024-08-27,444.68
2024-08-28,444.89
2024-08-29,445.18
2024-08-30,447.14
2024-09-02,447.64
2024-09-03,448.16
2024-09-04,447.41
2024-09-05,447.68
2024-09-06,442.32
2024-09-09,442.78
2024-09-10,445.45
2024-09-11,443.33
2024-09-12,450.42
2024-09-13,450.82
2024-09-16,451.57
2024-09-17,451.62
2024-09-18,450.27
2024-09-19,449.44
2024-09-20,455.85
2024-09-23,459.35
2024-09-24,459.55
2024-09-25,459.21
2024-09-26,461.57
2024-09-27,461.44
2024-09-30,456.83
2024-10-01,457.32
2024-10-03,447.6
2024-10-04,443.45
2024-10-07,436.8
2024-10-08,443.03
2024-10-09,444.67
2024-10-10,444.64
2024-10-11,444.89
2024-10-14,447.07
2024-10-15,447.23
2024-10-16,446.06
2024-10-17,440.48
2024-10-18,441.7
2024-10-21,438.36
2024-10-22,429.93
2024-10-23,430.43
2024-10-24,429.43
2024-10-25,423.99
2024-10-28,426.84
2024-10-29,429.75
2024-10-30,428.9
2024-10-31,427.81
2024-11-01,430.34
2024-11-04,424.6
2024-11-05,427.65
2024-11-06,434.34
2024-11-07,430.11
2024-11-08,427.1
2024-11-11,426.08
2024-11-12,421.18
2024-11-13,413.33
2024-11-14,414.3
2024-11-18,413.1
2024-11-19,415.1
2024-11-21,411.64
2024-11-22,419.28
2024-11-25,425.48
2024-11-26,425.65
2024-11-27,428.09
2024-11-28,424.74
2024-11-29,428.01
2024-12-02,430.82
2024-12-03,434.31
2024-12-04,435.79
2024-12-05,439.16
2024-12-06,439.8
2024-12-09,439.42
2024-12-10,439.86
2024-12-11,440.67
2024-12-12,438.75
2024-12-13,440.69
2024-12-16,440.56
2024-12-17,435.72
2024-12-18,432.68
2024-12-19,429.24
2024-12-20,421.07
2024-12-23,422.83
2024-12-24,422.68
2024-12-26,423.2
2024-12-27,423.48
2024-12-30,421.82
2024-12-31,422.16
2025-01-01,424.17
2025-01-02,430.55
2025-01-03,428.44
2025-01-06,419.33
2025-01-07,421.53
2025-01-08,419.46
2025-01-09,415.96
2025-01-10,411.29
2025-01-13,400.81
2025-01-14,405.29
2025-01-15,406.61
2025-01-16,409.7
2025-01-17,409.27
2025-01-20,411.7
2025-01-21,404.61
2025-01-22,403.92
2025-01-23,406.59
2025-01-24,402.46
2025-01-27,394.76
2025-01-28,395.02
2025-01-29,401.09
2025-01-30,402.08
2025-01-31,407.52
2025-02-01,407.53
2025-02-03,404.15
2025-02-04,410.29
2025-02-05,411.37
2025-02-06,409.29
2025-02-07,408.9
2025-02-10,403.71
2025-02-11,395.76
2025-02-12,395.1
2025-02-13,395.05
2025-02-14,389.95
2025-02-17,390.33
2025-02-18,389.57
2025-02-19,391.84
2025-02-20,393.72
2025-02-21,391.07
2025-02-24,386.88
2025-02-25,385.94
2025-02-27,383.99
2025-02-28,375.78
2025-03-03,376.09
2025-03-04,376.48
2025-03-05,382.88
2025-03-06,386.49
2025-03-07,386.42
2025-03-10,383.08
2025-03-11,383.77
2025-03-12,383.05
2025-03-13,381.38
2025-03-17,383.5
2025-03-18,390.48
2025-03-19,394.41
2025-03-20,398.29
2025-03-21,402.15
2025-03-24,407.15
2025-03-25,405.25
2025-03-26,402.2
2025-03-27,404.7
2025-03-28,403.42
2025-04-01,398.33
2025-04-02,402.02
2025-04-03,401.6
2025-04-04,393.32
2025-04-07,380.09
2025-04-08,387.19
2025-04-09,384.84
2025-04-11,392.33
2025-04-15,402.28
2025-04-16,404.65
2025-04-17,409.89
2025-04-21,416.02
2025-04-22,417.52
2025-04-23,420.4
2025-04-24,419.33
2025-04-25,413.05
2025-04-28,417.89
2025-04-29,418.09
2025-04-30,416.53
2025-05-02,416.08
2025-05-05,419.66
2025-05-06,415.15
2025-05-07,417.34
2025-05-08,413.0
2025-05-09,409.85
2025-05-12,425.65
2025-05-13,422.6
2025-05-14,425.44
2025-05-15,430.91
2025-05-16,432.61
2025-05-19,432.51
2025-05-20,427.21
2025-05-21,429.96
2025-05-22,427.41
2025-05-23,430.94
2025-05-26,433.35
2025-05-27,431.62
2025-05-28,431.09
2025-05-29,432.65
2025-05-30,431.74
2025-06-02,432.36
2025-06-03,430.12
2025-06-04,432.05
2025-06-05,434.45
2025-06-06,438.83
2025-06-09,441.97
2025-06-10,442.16
2025-06-11,442.13
2025-06-12,436.62
2025-06-13,433.99
2025-06-16,437.57
2025-06-17,435.43
2025-06-18,434.36
2025-06-19,431.3
2025-06-20,436.59
2025-06-23,435.89
2025-06-24,438.04
2025-06-25,441.52
2025-06-26,445.71
2025-06-27,448.06
2025-06-30,448.01
2025-07-01,447.98
2025-07-02,446.68
2025-07-03,446.2
2025-07-04,447.06
2025-07-07,446.86
2025-07-08,447.29
2025-07-09,447.0
2025-07-10,445.38
2025-07-11,441.83
2025-07-14,442.33
2025-07-15,445.0
2025-07-16,445.47
2025-07-17,444.47
2025-07-18,441.89
2025-07-21,443.86
2025-07-22,442.76
2025-07-23,444.81
2025-07-24,442.42
2025-07-25,437.15
2025-07-28,434.0
2025-07-29,437.06
2025-07-30,437.56
2025-07-31,435.34
2025-08-01,430.86
2025-08-04,434.44
2025-08-05,433.28
2025-08-06,430.81
2025-08-07,431.34
2025-08-08,426.6
2025-08-11,430.22
2025-08-12,429.18
2025-08-13,431.66
2025-08-14,431.45
2025-08-18,436.24
2025-08-19,438.83
2025-08-20,440.29
2025-08-21,440.21
2025-08-22,437.46
2025-08-25,438.64
2025-08-26,433.25
2025-08-28,428.93
2025-08-29,427.44
2025-09-01,432.21
2025-09-02,432.41
2025-09-03,435.08
2025-09-04,434.29
2025-09-05,434.47
2025-09-08,435.42
2025-09-09,436.76
2025-09-10,439.14
2025-09-11,439.69
2025-09-12,441.36
2025-09-15,441.85
2025-09-16,444.77
2025-09-17,446.22
2025-09-18,447.62
2025-09-19,447.02
2025-09-22,445.02
2025-09-23,443.95
2025-09-24,441.15
2025-09-25,438.19
2025-09-26,432.3
2025-09-29,432.79
2025-09-30,432.7
2025-10-01,436.4
2025-10-03,438.29
2025-10-06,440.99
2025-10-07,441.75
2025-10-08,439.84
2025-10-09,442.36
2025-10-10,444.19
2025-10-13,443.38
2025-10-14,441.27
2025-10-15,444.97
2025-10-16,448.52
2025-10-17,449.2
2025-10-20,451.47
2025-10-21,452.29
2025-10-23,452.23
2025-10-24,450.93
2025-10-27,454.07
2025-10-28,453.53
2025-10-29,456.2
2025-10-30,454.08
2025-10-31,451.59
2025-11-03,453.52
2025-11-04,450.95
2025-11-06,447.87
2025-11-07,448.13
2025-11-10,449.61
2025-11-11,451.25
2025-11-12,454.19
2025-11-13,453.8
2025-11-14,454.2
2025-11-17,456.45
2025-11-18,453.99
2025-11-19,455.55
2025-11-20,456.87
2025-11-21,453.35
2025-11-24,451.15
2025-11-25,450.78
2025-11-26,456.51
2025-11-27,456.37
2025-11-28,456.09
2025-12-01,455.89
2025-12-02,453.98
2025-12-03,451.96
2025-12-04,452.43
2025-12-05,454.22
2025-12-08,448.34
2025-12-09,448.15
2025-12-10,446.1
2025-12-11,448.8
2025-12-12,452.15
2025-12-15,452.13
2025-12-16,449.17
2025-12-17,447.76
2025-12-18,447.67
2025-12-19,451.22
2025-12-22,454.84
2025-12-23,455.37
2025-12-24,454.51
2025-12-26,453.18
2025-12-29,451.31
2025-12-30,451.05
2025-12-31,454.92
2026-01-01,455.64
2026-01-02,459.25
2026-01-05,458.48
2026-01-06,457.57
2026-01-07,457.68
2026-01-08,451.27
2026-01-09,447.21
2026-01-12,448.04
2026-01-13,447.47
2026-01-14,447.38
2026-01-16,447.72
2026-01-19,445.59
2026-01-20,437.46
2026-01-21,435.33
2026-01-22,438.64
2026-01-23,432.88
2026-01-27,435.05
2026-01-28,440.06
2026-01-29,441.07
2026-01-30,440.03
2026-02-01,431.1
2026-02-02,435.4
2026-02-03,447.02
2026-02-04,448.72
2026-02-05,446.4
2026-02-06,446.9
2026-02-09,451.69
2026-02-10,453.05
2026-02-11,453.65
2026-02-12,451.15
2026-02-13,444.7
2026-02-16,447.74
2026-02-17,449.04
2026-02-18,451.12
2026-02-19,444.47
2026-02-20,446.37
2026-02-23,448.08
